work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,final_risk_score,risk_level,inspection_priority,risk_reasons
W10456,Widisha Yohannan,Kolkata,District Rural Development Agency,Drainage System,14.19,9.86,0.0,0.0,0.0,9.86,3.95,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12955,Victor Venkataraman,Howrah,Zilla Panchayat,Drainage System,4.88,9.88,0.0,0.0,0.0,9.88,3.95,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10968,Yadavi Deshmukh,Salem,Municipal Corporation,Community Health Center,22.23,9.86,0.0,0.0,0.0,9.86,3.94,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12269,Owen Bala,Darjeeling,Municipal Corporation,Public Toilet Complex,3.22,9.84,0.0,0.0,0.0,9.84,3.93,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11732,Azaan Gupta,Agra,Municipal Corporation,Street Lighting,5.98,9.83,0.0,0.0,0.0,9.83,3.93,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10495,Gabriel Thaman,Darjeeling,District Rural Development Agency,Public Toilet Complex,7.78,9.81,0.0,0.0,0.0,9.81,3.92,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12728,Vanya Suresh,Kolkata,District Rural Development Agency,Drinking Water Supply,5.47,9.81,0.0,0.0,0.0,9.81,3.92,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12825,Gabriel Thaman,Madurai,Zilla Panchayat,Street Lighting,2.55,9.78,0.0,0.0,0.0,9.78,3.91,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12769,Rayaan Mand,Kolkata,State Housing Board,Public Toilet Complex,7.79,9.76,0.0,0.0,0.0,9.76,3.91,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11568,Vrinda Biswas,Lucknow,Municipal Corporation,Drinking Water Supply,14.1,9.79,0.0,0.0,0.0,9.79,3.91,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10741,Vrinda Biswas,Agra,District Rural Development Agency,Road Construction,11.87,9.75,0.0,0.0,0.0,9.75,3.9,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10797,Ria Ratta,Thane,Municipal Corporation,Drainage System,5.19,9.73,0.0,0.0,0.0,9.73,3.89,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12473,Mugdha Varty,Darjeeling,Public Works Department,Public Toilet Complex,2.56,9.69,0.0,0.0,0.0,9.69,3.88,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11880,Bachittar Choudhry,Varanasi,District Rural Development Agency,Drainage System,6.93,9.71,0.0,0.0,0.0,9.71,3.88,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11971,Ishwar Boase,Dharwad,Zilla Panchayat,Street Lighting,4.99,9.67,0.0,0.0,0.0,9.67,3.87,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12293,Triya Khatri,Lucknow,District Rural Development Agency,Road Construction,22.92,9.66,0.0,0.0,0.0,9.66,3.87,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10801,Mugdha Varty,Kolkata,Public Works Department,Street Lighting,1.9,9.68,0.0,0.0,0.0,9.68,3.87,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11031,Harrison Kapur,Dharwad,Municipal Corporation,Public Toilet Complex,5.21,9.67,0.0,0.0,0.0,9.67,3.87,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12724,Ekansh Sami,Coimbatore,District Rural Development Agency,School Building Repair,7.29,9.65,0.0,0.0,0.0,9.65,3.86,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10380,Jagat Mangat,Asansol,Zilla Panchayat,Road Construction,11.03,9.65,0.0,0.0,0.0,9.65,3.86,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11179,Krishna Pant,Salem,Zilla Panchayat,Road Construction,13.55,9.64,0.0,0.0,0.0,9.64,3.86,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12877,Christopher Kadakia,Agra,Public Works Department,Street Lighting,3.8,9.61,0.0,0.0,0.0,9.61,3.85,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11594,Gaurav Chandra,Darjeeling,Public Works Department,Drainage System,13.35,9.62,0.0,0.0,0.0,9.62,3.85,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10734,Meera Banerjee,Mysuru,District Rural Development Agency,Drainage System,12.42,9.62,0.0,0.0,0.0,9.62,3.85,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10338,Yamini Chand,Nashik,Zilla Panchayat,Drinking Water Supply,17.61,9.6,0.0,0.0,0.0,9.6,3.84,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11309,Bachittar Choudhry,Coimbatore,Public Works Department,Drinking Water Supply,13.02,9.6,0.0,0.0,0.0,9.6,3.84,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12560,Jagat Mangat,Belagavi,Public Works Department,School Building Repair,10.24,9.56,0.0,0.0,0.0,9.56,3.83,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11329,Hemang Bava,Nashik,Municipal Corporation,School Building Repair,5.13,9.49,0.0,0.0,0.0,9.49,3.8,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12578,Deepa Gala,Darjeeling,Zilla Panchayat,Road Construction,14.38,9.49,0.0,0.0,0.0,9.49,3.8,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11392,Pallavi Krish,Belagavi,Public Works Department,School Building Repair,6.71,9.46,0.0,0.0,0.0,9.46,3.79,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12664,Meera Banerjee,Dharwad,Zilla Panchayat,School Building Repair,7.25,9.47,0.0,0.0,0.0,9.47,3.79,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10211,Azaan Gupta,Coimbatore,Zilla Panchayat,Public Toilet Complex,2.31,9.45,0.0,0.0,0.0,9.45,3.78,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11387,Harrison Kapur,Madurai,Public Works Department,Drinking Water Supply,19.12,9.45,0.0,0.0,0.0,9.45,3.78,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10501,Bachittar Choudhry,Darjeeling,State Housing Board,Street Lighting,5.07,9.44,0.0,0.0,0.0,9.44,3.78,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12686,Christopher Kadakia,Pune,District Rural Development Agency,Public Toilet Complex,6.97,9.37,0.0,0.0,0.0,9.37,3.75,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10966,Ronith Zachariah,Agra,Zilla Panchayat,School Building Repair,8.65,9.37,0.0,0.0,0.0,9.37,3.75,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12162,Bachittar Choudhry,Lucknow,District Rural Development Agency,School Building Repair,11.75,9.34,0.0,0.0,0.0,9.34,3.74,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11536,Eesha Memon,Belagavi,Public Works Department,Drinking Water Supply,7.25,9.34,0.0,0.0,0.0,9.34,3.73,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11642,Onveer Kata,Howrah,Zilla Panchayat,Community Health Center,23.48,9.27,0.0,0.0,0.0,9.27,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10640,Owen Bansal,Salem,Municipal Corporation,Public Toilet Complex,7.9,9.28,0.0,0.0,0.0,9.28,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12479,Azaan Gupta,Chennai,Public Works Department,Drinking Water Supply,7.36,9.28,0.0,0.0,0.0,9.28,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12865,Pallavi Krish,Kolkata,Public Works Department,Drinking Water Supply,12.24,9.27,0.0,0.0,0.0,9.27,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10171,Eesha Memon,Kolkata,Public Works Department,Public Toilet Complex,5.09,9.27,0.0,0.0,0.0,9.27,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10089,Hemang Bava,Thane,Municipal Corporation,Street Lighting,4.26,9.27,0.0,0.0,0.0,9.27,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11943,Harrison Kapur,Belagavi,District Rural Development Agency,Public Toilet Complex,2.36,9.27,0.0,0.0,0.0,9.27,3.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12832,Harrison Kapur,Kolkata,District Rural Development Agency,School Building Repair,4.58,9.24,0.0,0.0,0.0,9.24,3.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11965,Odika Naik,Bengaluru Urban,Zilla Panchayat,Drinking Water Supply,12.64,9.24,0.0,0.0,0.0,9.24,3.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11032,Advaith Gole,Nagpur,Public Works Department,School Building Repair,3.9,9.24,0.0,0.0,0.0,9.24,3.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12720,Victor Venkataraman,Agra,District Rural Development Agency,Drainage System,16.21,9.25,0.0,0.0,0.0,9.25,3.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10119,Eesha Memon,Salem,Public Works Department,Street Lighting,4.71,9.21,0.0,0.0,0.0,9.21,3.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10833,Gaurav Chandra,Coimbatore,Public Works Department,Community Health Center,23.75,9.2,0.0,0.0,0.0,9.2,3.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10585,Vanya Suresh,Thane,State Housing Board,Drainage System,5.18,9.2,0.0,0.0,0.0,9.2,3.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11159,Hemang Bava,Howrah,Zilla Panchayat,Street Lighting,3.39,9.19,0.0,0.0,0.0,9.19,3.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11407,Ishwar Boase,Thane,Public Works Department,Drainage System,5.58,9.16,0.0,0.0,0.0,9.16,3.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10970,Sanya Swamy,Agra,Zilla Panchayat,Public Toilet Complex,4.24,9.17,0.0,0.0,0.0,9.17,3.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10279,Owen Bansal,Thane,Zilla Panchayat,Drainage System,8.65,9.14,0.0,0.0,0.0,9.14,3.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10332,Ria Ratta,Varanasi,Municipal Corporation,Drainage System,15.67,9.16,0.0,0.0,0.0,9.16,3.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10056,Christopher Kadakia,Kanpur,Zilla Panchayat,Public Toilet Complex,3.28,9.14,0.0,0.0,0.0,9.14,3.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10992,Krishna Pant,Belagavi,State Housing Board,Drainage System,6.36,9.16,0.0,0.0,0.0,9.16,3.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10140,Yamini Chand,Pune,Municipal Corporation,Drinking Water Supply,10.88,9.12,0.0,0.0,0.0,9.12,3.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12261,Meera Banerjee,Kolkata,State Housing Board,Community Health Center,21.72,9.13,0.0,0.0,0.0,9.13,3.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12022,Azaan Gupta,Nagpur,Public Works Department,Drainage System,11.35,9.1,0.0,0.0,0.0,9.1,3.64,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10045,Owen Bansal,Howrah,Municipal Corporation,Drinking Water Supply,10.9,9.06,0.0,0.0,0.0,9.06,3.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11647,Onveer Kata,Darjeeling,Zilla Panchayat,School Building Repair,13.65,9.08,0.0,0.0,0.0,9.08,3.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11254,Hemang Bava,Coimbatore,District Rural Development Agency,Community Health Center,22.59,9.08,0.0,0.0,0.0,9.08,3.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10099,Sanya Swamy,Agra,Public Works Department,Drinking Water Supply,17.91,9.03,0.0,0.0,0.0,9.03,3.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11707,Sanya Swamy,Agra,State Housing Board,Community Health Center,14.9,9.03,0.0,0.0,0.0,9.03,3.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11103,Harrison Kapur,Madurai,Public Works Department,Drinking Water Supply,5.43,9.03,0.0,0.0,0.0,9.03,3.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12108,Sanya Swamy,Dharwad,District Rural Development Agency,Public Toilet Complex,7.3,9.01,0.0,0.0,0.0,9.01,3.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10481,Owen Bansal,Agra,Zilla Panchayat,School Building Repair,5.63,9.02,0.0,0.0,0.0,9.02,3.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12412,Vrinda Biswas,Nagpur,State Housing Board,School Building Repair,11.12,9.0,0.0,0.0,0.0,9.0,3.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12990,Owen Bala,Dharwad,Public Works Department,Street Lighting,4.69,9.01,0.0,0.0,0.0,9.01,3.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10779,Mugdha Varty,Madurai,Zilla Panchayat,Drainage System,3.95,9.01,0.0,0.0,0.0,9.01,3.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11610,Hemang Bava,Howrah,Public Works Department,Street Lighting,2.71,8.98,0.0,0.0,0.0,8.98,3.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11153,Widisha Yohannan,Madurai,Municipal Corporation,Community Health Center,13.19,8.98,0.0,0.0,0.0,8.98,3.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12681,Oliver Sarma,Lucknow,Municipal Corporation,Drinking Water Supply,13.33,8.92,0.0,0.0,0.0,8.92,3.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10379,Bachittar Choudhry,Belagavi,Municipal Corporation,Drainage System,11.03,8.92,0.0,0.0,0.0,8.92,3.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10959,Lucky Prashad,Salem,Zilla Panchayat,Drinking Water Supply,7.23,8.93,0.0,0.0,0.0,8.93,3.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10489,Ria Ratta,Chennai,State Housing Board,School Building Repair,8.11,8.92,0.0,0.0,0.0,8.92,3.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10507,Sanya Swamy,Coimbatore,District Rural Development Agency,Drainage System,4.6,8.89,0.0,0.0,0.0,8.89,3.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10798,Krishna Pant,Asansol,Public Works Department,Road Construction,5.36,8.9,0.0,0.0,0.0,8.9,3.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12888,Eesha Memon,Kanpur,District Rural Development Agency,Public Toilet Complex,3.09,8.88,0.0,0.0,0.0,8.88,3.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10053,Ronith Zachariah,Darjeeling,State Housing Board,Drainage System,16.37,8.88,0.0,0.0,0.0,8.88,3.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10582,Hemang Bava,Lucknow,Public Works Department,Street Lighting,5.75,8.89,0.0,0.0,0.0,8.89,3.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10156,Rayaan Mand,Madurai,State Housing Board,Public Toilet Complex,7.11,8.86,0.0,0.0,0.0,8.86,3.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10245,Ekansh Sami,Coimbatore,District Rural Development Agency,Drainage System,9.95,8.86,0.0,0.0,0.0,8.86,3.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12133,Onveer Kata,Nashik,Municipal Corporation,Drainage System,17.54,8.83,0.0,0.0,0.0,8.83,3.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10157,Nicholas Gour,Madurai,Zilla Panchayat,Public Toilet Complex,6.19,8.8,0.0,0.0,0.0,8.8,3.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11204,Deepa Gala,Nashik,State Housing Board,Street Lighting,5.28,8.81,0.0,0.0,0.0,8.81,3.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12935,Yadavi Deshmukh,Kanpur,Municipal Corporation,Public Toilet Complex,6.97,8.78,0.0,0.0,0.0,8.78,3.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10963,Owen Bansal,Mysuru,Public Works Department,School Building Repair,4.51,8.75,0.0,0.0,0.0,8.75,3.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10377,Gaurav Chandra,Chennai,Zilla Panchayat,Road Construction,18.58,8.76,0.0,0.0,0.0,8.76,3.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10608,Lucky Prashad,Pune,State Housing Board,Road Construction,25.0,8.73,0.0,0.0,0.0,8.73,3.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12655,Owen Bala,Kanpur,Municipal Corporation,Drinking Water Supply,14.93,8.73,0.0,0.0,0.0,8.73,3.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12851,Tanish Iyer,Kanpur,State Housing Board,Drinking Water Supply,5.86,8.74,0.0,0.0,0.0,8.74,3.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12114,Gabriel Thaman,Kanpur,Public Works Department,Public Toilet Complex,3.84,8.67,0.0,0.0,0.0,8.67,3.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10605,Oliver Sarma,Dharwad,Municipal Corporation,School Building Repair,4.94,8.68,0.0,0.0,0.0,8.68,3.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11307,Widisha Yohannan,Howrah,Public Works Department,Drinking Water Supply,14.06,8.67,0.0,0.0,0.0,8.67,3.47,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10874,Tanish Iyer,Lucknow,Zilla Panchayat,Drinking Water Supply,4.97,8.66,0.0,0.0,0.0,8.66,3.46,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12753,Leena Butala,Kanpur,State Housing Board,Drinking Water Supply,13.05,8.59,0.0,0.0,0.0,8.59,3.44,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10272,Ria Ratta,Kanpur,Municipal Corporation,Road Construction,10.85,8.58,0.0,0.0,0.0,8.58,3.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11288,Azaan Gupta,Asansol,Public Works Department,Drainage System,10.27,8.57,0.0,0.0,0.0,8.57,3.43,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11653,Yamini Chand,Kolkata,State Housing Board,Road Construction,8.9,8.54,0.0,0.0,0.0,8.54,3.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10289,Meera Banerjee,Nagpur,District Rural Development Agency,Drinking Water Supply,16.04,8.55,0.0,0.0,0.0,8.55,3.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12364,Rayaan Mand,Mysuru,Zilla Panchayat,Street Lighting,5.83,8.56,0.0,0.0,0.0,8.56,3.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12843,Triya Khatri,Varanasi,Zilla Panchayat,Drainage System,8.79,8.56,0.0,0.0,0.0,8.56,3.42,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12656,Oliver Sarma,Chennai,Municipal Corporation,School Building Repair,5.1,8.5,0.0,0.0,0.0,8.5,3.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12096,Yadavi Deshmukh,Asansol,Public Works Department,Public Toilet Complex,7.84,8.49,0.0,0.0,0.0,8.49,3.4,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11776,Oliver Sarma,Pune,State Housing Board,School Building Repair,11.84,8.47,0.0,0.0,0.0,8.47,3.39,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10283,Leena Butala,Agra,State Housing Board,Drainage System,13.19,8.45,0.0,0.0,0.0,8.45,3.38,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12932,Ishwar Boase,Nashik,Public Works Department,Street Lighting,4.71,8.37,0.0,0.0,0.0,8.37,3.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11878,Ria Ratta,Darjeeling,State Housing Board,Road Construction,12.82,8.37,0.0,0.0,0.0,8.37,3.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12547,Nicholas Gour,Kolkata,Zilla Panchayat,School Building Repair,14.48,8.37,0.0,0.0,0.0,8.37,3.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10530,Gabriel Thaman,Bengaluru Urban,Public Works Department,Street Lighting,5.08,8.37,0.0,0.0,0.0,8.37,3.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10538,Yutika Rana,Mysuru,Zilla Panchayat,Road Construction,14.33,8.37,0.0,0.0,0.0,8.37,3.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12798,Yadavi Deshmukh,Belagavi,State Housing Board,Drainage System,13.68,8.35,0.0,0.0,0.0,8.35,3.34,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12223,Lucky Prashad,Coimbatore,Zilla Panchayat,Road Construction,19.64,8.32,0.0,0.0,0.0,8.32,3.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12993,Christopher Kadakia,Belagavi,Public Works Department,Street Lighting,5.88,8.32,0.0,0.0,0.0,8.32,3.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11370,Jagat Mangat,Salem,State Housing Board,School Building Repair,7.5,8.32,0.0,0.0,0.0,8.32,3.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11801,Azaan Gupta,Lucknow,District Rural Development Agency,Public Toilet Complex,6.13,8.31,0.0,0.0,0.0,8.31,3.32,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11007,Gabriel Thaman,Lucknow,Zilla Panchayat,Drainage System,9.96,8.27,0.0,0.0,0.0,8.27,3.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11650,Yug Choudhry,Kanpur,Zilla Panchayat,Drinking Water Supply,4.82,8.27,0.0,0.0,0.0,8.27,3.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12464,Pallavi Krish,Madurai,District Rural Development Agency,Street Lighting,3.86,8.28,0.0,0.0,0.0,8.28,3.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10857,Harrison Kapur,Asansol,Zilla Panchayat,Street Lighting,3.79,8.28,0.0,0.0,0.0,8.28,3.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11413,Leena Butala,Lucknow,Zilla Panchayat,Drainage System,12.89,8.25,0.0,0.0,0.0,8.25,3.3,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10344,Tanish Iyer,Thane,District Rural Development Agency,Drinking Water Supply,14.98,8.21,0.0,0.0,0.0,8.21,3.29,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10596,Harrison Kapur,Bengaluru Urban,State Housing Board,School Building Repair,12.34,8.22,0.0,0.0,0.0,8.22,3.29,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11470,Meera Banerjee,Madurai,Municipal Corporation,Drainage System,13.25,8.19,0.0,0.0,0.0,8.19,3.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10463,Eesha Memon,Belagavi,Public Works Department,Street Lighting,1.35,8.2,0.0,0.0,0.0,8.2,3.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10533,Vanya Suresh,Nashik,Public Works Department,Road Construction,19.78,8.17,0.0,0.0,0.0,8.17,3.27,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12586,Yutika Rana,Salem,Public Works Department,Public Toilet Complex,5.6,8.18,0.0,0.0,0.0,8.18,3.27,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11342,Ronith Zachariah,Chennai,District Rural Development Agency,Community Health Center,16.37,8.15,0.0,0.0,0.0,8.15,3.26,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12407,Owen Bala,Bengaluru Urban,Public Works Department,Public Toilet Complex,6.55,8.15,0.0,0.0,0.0,8.15,3.26,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10766,Bachittar Choudhry,Agra,Zilla Panchayat,Drinking Water Supply,4.33,8.15,0.0,0.0,0.0,8.15,3.26,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12858,Owen Bala,Agra,District Rural Development Agency,Public Toilet Complex,6.44,8.13,0.0,0.0,0.0,8.13,3.25,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10513,Bachittar Choudhry,Thane,Municipal Corporation,Public Toilet Complex,6.51,8.13,0.0,0.0,0.0,8.13,3.25,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10958,Mugdha Varty,Kolkata,Zilla Panchayat,Drinking Water Supply,7.78,8.1,0.0,0.0,0.0,8.1,3.24,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10886,Advaith Gole,Darjeeling,Public Works Department,Drainage System,13.77,8.1,0.0,0.0,0.0,8.1,3.24,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12614,Bachittar Choudhry,Nashik,Public Works Department,Drinking Water Supply,5.2,8.08,0.0,0.0,0.0,8.08,3.23,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12173,Odika Naik,Thane,Zilla Panchayat,School Building Repair,3.45,8.07,0.0,0.0,0.0,8.07,3.23,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10136,Rayaan Mand,Madurai,Public Works Department,Drinking Water Supply,9.62,8.05,0.0,0.0,0.0,8.05,3.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10214,Eesha Memon,Agra,Zilla Panchayat,Drinking Water Supply,19.31,8.05,0.0,0.0,0.0,8.05,3.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12687,Nicholas Gour,Kanpur,Public Works Department,School Building Repair,8.77,7.99,0.0,0.0,0.0,7.99,3.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11935,Meera Banerjee,Kolkata,Public Works Department,Community Health Center,19.13,8.0,0.0,0.0,0.0,8.0,3.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10846,Sanya Swamy,Kolkata,Zilla Panchayat,Road Construction,16.84,8.01,0.0,0.0,0.0,8.01,3.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12266,Leena Butala,Varanasi,State Housing Board,Public Toilet Complex,6.89,8.01,0.0,0.0,0.0,8.01,3.2,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12938,Harrison Kapur,Nashik,State Housing Board,School Building Repair,14.01,7.97,0.0,0.0,0.0,7.97,3.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10295,Advaith Gole,Chennai,Zilla Panchayat,Community Health Center,15.46,7.95,0.0,0.0,0.0,7.95,3.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11938,Azaan Gupta,Chennai,Municipal Corporation,Drinking Water Supply,11.08,7.93,0.0,0.0,0.0,7.93,3.17,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11092,Onveer Kata,Salem,District Rural Development Agency,Drainage System,8.71,7.93,0.0,0.0,0.0,7.93,3.17,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12363,Varsha Morar,Nashik,Zilla Panchayat,Street Lighting,2.35,7.9,0.0,0.0,0.0,7.9,3.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11958,Bachittar Choudhry,Nagpur,State Housing Board,Public Toilet Complex,6.13,7.9,0.0,0.0,0.0,7.9,3.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11415,Hemang Bava,Salem,Public Works Department,Drainage System,5.28,7.87,0.0,0.0,0.0,7.87,3.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12082,Varsha Morar,Agra,Public Works Department,Drainage System,15.72,7.86,0.0,0.0,0.0,7.86,3.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
