state,district,constituency,mp_name,work_id,work_name,work_category,implementing_agency,sanction_amount,expenditure,physical_progress,start_date,expected_completion_date,actual_completion_date,contractor,latitude,longitude,status,existing_rule_score,data_source,data_label,fund_utilization_pct,progress_expenditure_gap,progress_expenditure_mismatch,cost_overrun_amount,cost_overrun_pct,cost_overrun_flag,planned_duration_days,actual_duration_days,delay_days,timeline_delay_flag,high_fund_utilization,record_id,rule_risk_score,rule_risk_level,rule_reasons,ml_anomaly,ml_anomaly_score,ml_anomaly_status,ml_model,ml_risk_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons,inspection_priority
,Darjeeling,,Deepa Gala,W12578,,Road Construction,Zilla Panchayat,14.38,,,,,,,,,Completed,9.494279438,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12578,9.49,LOW,No rule-based risk condition triggered,False,-0.0396,Normal,Isolation Forest,17.62,12.74,LOW,No significant risk indicator detected,LOW
,Nashik,,Hemang Bava,W11329,,School Building Repair,Municipal Corporation,5.13,,,,,,,,,Completed,9.490630161299263,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11329,9.49,LOW,No rule-based risk condition triggered,False,-0.0321,Normal,Isolation Forest,45.2,23.77,LOW,No significant risk indicator detected,LOW
,Dharwad,,Meera Banerjee,W12664,,School Building Repair,Zilla Panchayat,7.25,,,,,,,,,Completed,9.472223019637545,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12664,9.47,LOW,No rule-based risk condition triggered,False,-0.0558,Normal,Isolation Forest,0.27,5.79,LOW,No significant risk indicator detected,LOW
,Belagavi,,Pallavi Krish,W11392,,School Building Repair,Public Works Department,6.71,,,,,,,,,Completed,9.462562562280889,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11392,9.46,LOW,No rule-based risk condition triggered,False,-0.0413,Normal,Isolation Forest,12.42,10.64,LOW,No significant risk indicator detected,LOW
,Madurai,,Harrison Kapur,W11387,,Drinking Water Supply,Public Works Department,19.12,,,,,,,,,Ongoing,9.453577127,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11387,9.45,LOW,No rule-based risk condition triggered,False,-0.0202,Normal,Isolation Forest,80.68,37.94,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Azaan Gupta,W10211,,Public Toilet Complex,Zilla Panchayat,2.31,,,,,,,,,Completed,9.447981283474784,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10211,9.45,LOW,No rule-based risk condition triggered,False,-0.0391,Normal,Isolation Forest,19.33,13.4,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Bachittar Choudhry,W10501,,Street Lighting,State Housing Board,5.07,,,,,,,,,Completed,9.443645222617944,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10501,9.44,LOW,No rule-based risk condition triggered,False,-0.0349,Normal,Isolation Forest,32.65,18.72,LOW,No significant risk indicator detected,LOW
,Pune,,Christopher Kadakia,W12686,,Public Toilet Complex,District Rural Development Agency,6.97,,,,,,,,,Completed,9.371453693032638,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12686,9.37,LOW,No rule-based risk condition triggered,False,-0.0333,Normal,Isolation Forest,39.88,21.57,LOW,No significant risk indicator detected,LOW
,Agra,,Ronith Zachariah,W10966,,School Building Repair,Zilla Panchayat,8.65,,,,,,,,,Completed,9.367188032632797,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10966,9.37,LOW,No rule-based risk condition triggered,False,-0.0566,Normal,Isolation Forest,0.03,5.63,LOW,No significant risk indicator detected,LOW
,Lucknow,,Bachittar Choudhry,W12162,,School Building Repair,District Rural Development Agency,11.75,,,,,,,,,Completed,9.338616001884546,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12162,9.34,LOW,No rule-based risk condition triggered,False,-0.0251,Normal,Isolation Forest,70.53,33.82,LOW,No significant risk indicator detected,LOW
,Belagavi,,Eesha Memon,W11536,,Drinking Water Supply,Public Works Department,7.25,,,,,,,,,Completed,9.335397199,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11536,9.34,LOW,No rule-based risk condition triggered,False,-0.0318,Normal,Isolation Forest,46.62,24.25,LOW,No significant risk indicator detected,LOW
,Salem,,Owen Bansal,W10640,,Public Toilet Complex,Municipal Corporation,7.9,,,,,,,,,Completed,9.279831034774489,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10640,9.28,LOW,No rule-based risk condition triggered,False,-0.0356,Normal,Isolation Forest,30.08,17.6,LOW,No significant risk indicator detected,LOW
,Chennai,,Azaan Gupta,W12479,,Drinking Water Supply,Public Works Department,7.36,,,,,,,,,Completed,9.275908130146409,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12479,9.28,LOW,No rule-based risk condition triggered,False,-0.0319,Normal,Isolation Forest,46.1,24.01,LOW,No significant risk indicator detected,LOW
,Thane,,Hemang Bava,W10089,,Street Lighting,Municipal Corporation,4.26,,,,,,,,,Completed,9.274848730561503,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10089,9.27,LOW,No rule-based risk condition triggered,False,-0.0186,Normal,Isolation Forest,82.93,38.73,LOW,No significant risk indicator detected,LOW
,Kolkata,,Eesha Memon,W10171,,Public Toilet Complex,Public Works Department,5.09,,,,,,,,,Completed,9.273080489,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10171,9.27,LOW,No rule-based risk condition triggered,False,-0.0421,Normal,Isolation Forest,10.43,9.73,LOW,No significant risk indicator detected,LOW
,Belagavi,,Harrison Kapur,W11943,,Public Toilet Complex,District Rural Development Agency,2.36,,,,,,,,,Completed,9.271046768570963,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11943,9.27,LOW,No rule-based risk condition triggered,False,-0.0173,Normal,Isolation Forest,84.83,39.49,LOW,No significant risk indicator detected,LOW
,Kolkata,,Pallavi Krish,W12865,,Drinking Water Supply,Public Works Department,12.24,,,,,,,,,Completed,9.270384030121669,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12865,9.27,LOW,No rule-based risk condition triggered,False,-0.0358,Normal,Isolation Forest,29.37,17.31,LOW,No significant risk indicator detected,LOW
,Howrah,,Onveer Kata,W11642,,Community Health Center,Zilla Panchayat,23.48,,,,,,,,,Completed,9.270332869468415,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11642,9.27,LOW,No rule-based risk condition triggered,False,-0.0247,Normal,Isolation Forest,71.85,34.3,LOW,No significant risk indicator detected,LOW
,Agra,,Victor Venkataraman,W12720,,Drainage System,District Rural Development Agency,16.21,,,,,,,,,Completed,9.25096953393462,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12720,9.25,LOW,No rule-based risk condition triggered,False,-0.0247,Normal,Isolation Forest,71.85,34.29,LOW,No significant risk indicator detected,LOW
,Kolkata,,Harrison Kapur,W12832,,School Building Repair,District Rural Development Agency,4.58,,,,,,,,,Completed,9.242913228293686,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12832,9.24,LOW,No rule-based risk condition triggered,False,-0.0236,Normal,Isolation Forest,74.4,35.3,LOW,No significant risk indicator detected,LOW
,Nagpur,,Advaith Gole,W11032,,School Building Repair,Public Works Department,3.9,,,,,,,,,Completed,9.241408216295383,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11032,9.24,LOW,No rule-based risk condition triggered,False,-0.0305,Normal,Isolation Forest,51.93,26.32,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Odika Naik,W11965,,Drinking Water Supply,Zilla Panchayat,12.64,,,,,,,,,Completed,9.238213096183156,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11965,9.24,LOW,No rule-based risk condition triggered,False,-0.0462,Normal,Isolation Forest,5.42,7.71,LOW,No significant risk indicator detected,LOW
,Salem,,Eesha Memon,W10119,,Street Lighting,Public Works Department,4.71,,,,,,,,,Completed,9.214121271377424,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10119,9.21,LOW,No rule-based risk condition triggered,False,-0.0268,Normal,Isolation Forest,65.85,31.87,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Gaurav Chandra,W10833,,Community Health Center,Public Works Department,23.75,,,,,,,,,Ongoing,9.203832551633464,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10833,9.2,LOW,No rule-based risk condition triggered,False,-0.0266,Normal,Isolation Forest,66.5,32.12,LOW,No significant risk indicator detected,LOW
,Thane,,Vanya Suresh,W10585,,Drainage System,State Housing Board,5.18,,,,,,,,,Completed,9.198772925490545,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10585,9.2,LOW,No rule-based risk condition triggered,False,-0.0349,Normal,Isolation Forest,32.65,18.58,LOW,No significant risk indicator detected,LOW
,Howrah,,Hemang Bava,W11159,,Street Lighting,Zilla Panchayat,3.39,,,,,,,,,Completed,9.190524129315374,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11159,9.19,LOW,No rule-based risk condition triggered,False,-0.0408,Normal,Isolation Forest,14.02,11.12,LOW,No significant risk indicator detected,LOW
,Agra,,Sanya Swamy,W10970,,Public Toilet Complex,Zilla Panchayat,4.24,,,,,,,,,Completed,9.172170211964165,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10970,9.17,LOW,No rule-based risk condition triggered,False,-0.0524,Normal,Isolation Forest,1.7,6.18,LOW,No significant risk indicator detected,LOW
,Thane,,Ishwar Boase,W11407,,Drainage System,Public Works Department,5.58,,,,,,,,,Completed,9.16430513,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11407,9.16,LOW,No rule-based risk condition triggered,False,-0.0258,Normal,Isolation Forest,68.57,32.92,LOW,No significant risk indicator detected,LOW
,Varanasi,,Ria Ratta,W10332,,Drainage System,Municipal Corporation,15.67,,,,,,,,,Completed,9.162102062213073,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10332,9.16,LOW,No rule-based risk condition triggered,False,-0.0214,Normal,Isolation Forest,78.1,36.74,LOW,No significant risk indicator detected,LOW
,Belagavi,,Krishna Pant,W10992,,Drainage System,State Housing Board,6.36,,,,,,,,,Ongoing,9.161423867856293,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10992,9.16,LOW,No rule-based risk condition triggered,False,-0.0369,Normal,Isolation Forest,25.1,15.54,LOW,No significant risk indicator detected,LOW
,Kanpur,,Christopher Kadakia,W10056,,Public Toilet Complex,Zilla Panchayat,3.28,,,,,,,,,Completed,9.139924308640415,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10056,9.14,LOW,No rule-based risk condition triggered,False,-0.0454,Normal,Isolation Forest,6.58,8.12,LOW,No significant risk indicator detected,LOW
,Thane,,Owen Bansal,W10279,,Drainage System,Zilla Panchayat,8.65,,,,,,,,,Completed,9.1377303916751,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10279,9.14,LOW,No rule-based risk condition triggered,False,-0.0525,Normal,Isolation Forest,1.57,6.11,LOW,No significant risk indicator detected,LOW
,Kolkata,,Meera Banerjee,W12261,,Community Health Center,State Housing Board,21.72,,,,,,,,,Ongoing,9.134096195688556,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12261,9.13,LOW,No rule-based risk condition triggered,False,-0.0271,Normal,Isolation Forest,65.03,31.49,LOW,No significant risk indicator detected,LOW
,Pune,,Yamini Chand,W10140,,Drinking Water Supply,Municipal Corporation,10.88,,,,,,,,,Ongoing,9.11813193,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10140,9.12,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,27.04,LOW,No significant risk indicator detected,LOW
,Nagpur,,Azaan Gupta,W12022,,Drainage System,Public Works Department,11.35,,,,,,,,,Ongoing,9.098401166372184,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12022,9.1,LOW,No rule-based risk condition triggered,False,-0.0422,Normal,Isolation Forest,10.25,9.56,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Onveer Kata,W11647,,School Building Repair,Zilla Panchayat,13.65,,,,,,,,,Completed,9.080281849,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11647,9.08,LOW,No rule-based risk condition triggered,False,-0.0434,Normal,Isolation Forest,8.77,8.96,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Hemang Bava,W11254,,Community Health Center,District Rural Development Agency,22.59,,,,,,,,,Completed,9.076592958422385,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11254,9.08,LOW,No rule-based risk condition triggered,False,-0.0345,Normal,Isolation Forest,34.48,19.24,LOW,No significant risk indicator detected,LOW
,Howrah,,Owen Bansal,W10045,,Drinking Water Supply,Municipal Corporation,10.9,,,,,,,,,Completed,9.063496770170827,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10045,9.06,LOW,No rule-based risk condition triggered,False,-0.0323,Normal,Isolation Forest,44.33,23.17,LOW,No significant risk indicator detected,LOW
,Madurai,,Harrison Kapur,W11103,,Drinking Water Supply,Public Works Department,5.43,,,,,,,,,Completed,9.03389294492814,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11103,9.03,LOW,No rule-based risk condition triggered,False,-0.031,Normal,Isolation Forest,50.17,25.49,LOW,No significant risk indicator detected,LOW
,Agra,,Sanya Swamy,W11707,,Community Health Center,State Housing Board,14.9,,,,,,,,,Ongoing,9.029955294975627,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11707,9.03,LOW,No rule-based risk condition triggered,False,-0.0297,Normal,Isolation Forest,55.33,27.55,LOW,No significant risk indicator detected,LOW
,Agra,,Sanya Swamy,W10099,,Drinking Water Supply,Public Works Department,17.91,,,,,,,,,Ongoing,9.028389196880845,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10099,9.03,LOW,No rule-based risk condition triggered,False,-0.0244,Normal,Isolation Forest,72.75,34.52,LOW,No significant risk indicator detected,LOW
,Agra,,Owen Bansal,W10481,,School Building Repair,Zilla Panchayat,5.63,,,,,,,,,Ongoing,9.015086710235192,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10481,9.02,LOW,No rule-based risk condition triggered,False,-0.0406,Normal,Isolation Forest,14.82,11.34,LOW,No significant risk indicator detected,LOW
,Dharwad,,Sanya Swamy,W12108,,Public Toilet Complex,District Rural Development Agency,7.3,,,,,,,,,Completed,9.013114449458122,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12108,9.01,LOW,No rule-based risk condition triggered,False,-0.0317,Normal,Isolation Forest,47.08,24.24,LOW,No significant risk indicator detected,LOW
,Dharwad,,Owen Bala,W12990,,Street Lighting,Public Works Department,4.69,,,,,,,,,Completed,9.008303349060798,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12990,9.01,LOW,No rule-based risk condition triggered,False,-0.0268,Normal,Isolation Forest,65.85,31.75,LOW,No significant risk indicator detected,LOW
,Madurai,,Mugdha Varty,W10779,,Drainage System,Zilla Panchayat,3.95,,,,,,,,,Completed,9.007828157,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10779,9.01,LOW,No rule-based risk condition triggered,False,-0.0428,Normal,Isolation Forest,9.55,9.23,LOW,No significant risk indicator detected,LOW
,Nagpur,,Vrinda Biswas,W12412,,School Building Repair,State Housing Board,11.12,,,,,,,,,Completed,8.999934235282877,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12412,9.0,LOW,No rule-based risk condition triggered,False,-0.0455,Normal,Isolation Forest,6.45,7.98,LOW,No significant risk indicator detected,LOW
,Madurai,,Widisha Yohannan,W11153,,Community Health Center,Municipal Corporation,13.19,,,,,,,,,Completed,8.980298534787556,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11153,8.98,LOW,No rule-based risk condition triggered,False,-0.029,Normal,Isolation Forest,58.33,28.72,LOW,No significant risk indicator detected,LOW
,Howrah,,Hemang Bava,W11610,,Street Lighting,Public Works Department,2.71,,,,,,,,,Ongoing,8.976206792515981,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11610,8.98,LOW,No rule-based risk condition triggered,False,-0.0333,Normal,Isolation Forest,39.88,21.34,LOW,No significant risk indicator detected,LOW
,Salem,,Lucky Prashad,W10959,,Drinking Water Supply,Zilla Panchayat,7.23,,,,,,,,,Completed,8.929889082926257,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10959,8.93,LOW,No rule-based risk condition triggered,False,-0.0394,Normal,Isolation Forest,18.43,12.73,LOW,No significant risk indicator detected,LOW
,Chennai,,Ria Ratta,W10489,,School Building Repair,State Housing Board,8.11,,,,,,,,,Completed,8.924640394931274,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10489,8.92,LOW,No rule-based risk condition triggered,False,-0.0507,Normal,Isolation Forest,2.42,6.32,LOW,No significant risk indicator detected,LOW
,Lucknow,,Oliver Sarma,W12681,,Drinking Water Supply,Municipal Corporation,13.33,,,,,,,,,Completed,8.916827156729584,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12681,8.92,LOW,No rule-based risk condition triggered,False,-0.0329,Normal,Isolation Forest,41.65,22.01,LOW,No significant risk indicator detected,LOW
,Belagavi,,Bachittar Choudhry,W10379,,Drainage System,Municipal Corporation,11.03,,,,,,,,,Completed,8.915229626538927,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10379,8.92,LOW,No rule-based risk condition triggered,False,-0.0325,Normal,Isolation Forest,43.38,22.7,LOW,No significant risk indicator detected,LOW
,Asansol,,Krishna Pant,W10798,,Road Construction,Public Works Department,5.36,,,,,,,,,Completed,8.903114170834248,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10798,8.9,LOW,No rule-based risk condition triggered,False,-0.0327,Normal,Isolation Forest,42.53,22.35,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Sanya Swamy,W10507,,Drainage System,District Rural Development Agency,4.6,,,,,,,,,Completed,8.889691501185599,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10507,8.89,LOW,No rule-based risk condition triggered,False,-0.0294,Normal,Isolation Forest,56.62,27.98,LOW,No significant risk indicator detected,LOW
,Lucknow,,Hemang Bava,W10582,,Street Lighting,Public Works Department,5.75,,,,,,,,,Completed,8.885931478030015,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10582,8.89,LOW,No rule-based risk condition triggered,False,-0.0202,Normal,Isolation Forest,80.68,37.61,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Ronith Zachariah,W10053,,Drainage System,State Housing Board,16.37,,,,,,,,,Completed,8.883763520846975,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10053,8.88,LOW,No rule-based risk condition triggered,False,-0.026,Normal,Isolation Forest,68.0,32.53,LOW,No significant risk indicator detected,LOW
,Kanpur,,Eesha Memon,W12888,,Public Toilet Complex,District Rural Development Agency,3.09,,,,,,,,,Ongoing,8.876308244699041,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12888,8.88,LOW,No rule-based risk condition triggered,False,-0.0236,Normal,Isolation Forest,74.4,35.09,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Ekansh Sami,W10245,,Drainage System,District Rural Development Agency,9.95,,,,,,,,,Completed,8.857912267120573,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10245,8.86,LOW,No rule-based risk condition triggered,False,-0.0382,Normal,Isolation Forest,21.82,14.04,LOW,No significant risk indicator detected,LOW
,Madurai,,Rayaan Mand,W10156,,Public Toilet Complex,State Housing Board,7.11,,,,,,,,,Completed,8.856491665961789,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10156,8.86,LOW,No rule-based risk condition triggered,False,-0.0362,Normal,Isolation Forest,27.6,16.36,LOW,No significant risk indicator detected,LOW
,Nashik,,Onveer Kata,W12133,,Drainage System,Municipal Corporation,17.54,,,,,,,,,Completed,8.831599364453874,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12133,8.83,LOW,No rule-based risk condition triggered,False,-0.014,Normal,Isolation Forest,87.9,40.46,MEDIUM,No significant risk indicator detected,MEDIUM
,Nashik,,Deepa Gala,W11204,,Street Lighting,State Housing Board,5.28,,,,,,,,,Completed,8.810585185494457,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11204,8.81,LOW,No rule-based risk condition triggered,False,-0.0335,Normal,Isolation Forest,38.83,20.82,LOW,No significant risk indicator detected,LOW
,Madurai,,Nicholas Gour,W10157,,Public Toilet Complex,Zilla Panchayat,6.19,,,,,,,,,Completed,8.804241067992457,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10157,8.8,LOW,No rule-based risk condition triggered,False,-0.0538,Normal,Isolation Forest,0.73,5.57,LOW,No significant risk indicator detected,LOW
,Kanpur,,Yadavi Deshmukh,W12935,,Public Toilet Complex,Municipal Corporation,6.97,,,,,,,,,Completed,8.783623528746878,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12935,8.78,LOW,No rule-based risk condition triggered,False,-0.0405,Normal,Isolation Forest,15.08,11.3,LOW,No significant risk indicator detected,LOW
,Chennai,,Gaurav Chandra,W10377,,Road Construction,Zilla Panchayat,18.58,,,,,,,,,Ongoing,8.760028303111767,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10377,8.76,LOW,No rule-based risk condition triggered,False,-0.0478,Normal,Isolation Forest,4.48,7.05,LOW,No significant risk indicator detected,LOW
,Mysuru,,Owen Bansal,W10963,,School Building Repair,Public Works Department,4.51,,,,,,,,,Ongoing,8.753905295986316,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10963,8.75,LOW,No rule-based risk condition triggered,False,-0.0279,Normal,Isolation Forest,61.97,30.04,LOW,No significant risk indicator detected,LOW
,Kanpur,,Tanish Iyer,W12851,,Drinking Water Supply,State Housing Board,5.86,,,,,,,,,Completed,8.736236268767035,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12851,8.74,LOW,No rule-based risk condition triggered,False,-0.0272,Normal,Isolation Forest,64.7,31.12,LOW,No significant risk indicator detected,LOW
,Kanpur,,Owen Bala,W12655,,Drinking Water Supply,Municipal Corporation,14.93,,,,,,,,,Completed,8.729321412580575,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12655,8.73,LOW,No rule-based risk condition triggered,False,-0.0334,Normal,Isolation Forest,39.33,20.97,LOW,No significant risk indicator detected,LOW
,Pune,,Lucky Prashad,W10608,,Road Construction,State Housing Board,25.0,,,,,,,,,Ongoing,8.728146571042863,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10608,8.73,LOW,No rule-based risk condition triggered,False,-0.0217,Normal,Isolation Forest,77.45,36.22,LOW,No significant risk indicator detected,LOW
,Dharwad,,Oliver Sarma,W10605,,School Building Repair,Municipal Corporation,4.94,,,,,,,,,Ongoing,8.677937251276752,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10605,8.68,LOW,No rule-based risk condition triggered,False,-0.0286,Normal,Isolation Forest,59.68,29.08,LOW,No significant risk indicator detected,LOW
,Kanpur,,Gabriel Thaman,W12114,,Public Toilet Complex,Public Works Department,3.84,,,,,,,,,Completed,8.668665586,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12114,8.67,LOW,No rule-based risk condition triggered,False,-0.036,Normal,Isolation Forest,28.68,16.67,LOW,No significant risk indicator detected,LOW
,Howrah,,Widisha Yohannan,W11307,,Drinking Water Supply,Public Works Department,14.06,,,,,,,,,Completed,8.666533979780764,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11307,8.67,LOW,No rule-based risk condition triggered,False,-0.0348,Normal,Isolation Forest,33.15,18.46,LOW,No significant risk indicator detected,LOW
,Lucknow,,Tanish Iyer,W10874,,Drinking Water Supply,Zilla Panchayat,4.97,,,,,,,,,Completed,8.662344823349718,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10874,8.66,LOW,No rule-based risk condition triggered,False,-0.0356,Normal,Isolation Forest,30.08,17.23,LOW,No significant risk indicator detected,LOW
,Kanpur,,Leena Butala,W12753,,Drinking Water Supply,State Housing Board,13.05,,,,,,,,,Completed,8.594120225547204,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12753,8.59,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,26.73,LOW,No significant risk indicator detected,LOW
,Kanpur,,Ria Ratta,W10272,,Road Construction,Municipal Corporation,10.85,,,,,,,,,Completed,8.575902959,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10272,8.58,LOW,No rule-based risk condition triggered,False,-0.0201,Normal,Isolation Forest,80.9,37.51,LOW,No significant risk indicator detected,LOW
,Asansol,,Azaan Gupta,W11288,,Drainage System,Public Works Department,10.27,,,,,,,,,Completed,8.574247254096015,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11288,8.57,LOW,No rule-based risk condition triggered,False,-0.0333,Normal,Isolation Forest,39.88,21.09,LOW,No significant risk indicator detected,LOW
,Varanasi,,Triya Khatri,W12843,,Drainage System,Zilla Panchayat,8.79,,,,,,,,,Completed,8.558084419,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12843,8.56,LOW,No rule-based risk condition triggered,False,-0.0526,Normal,Isolation Forest,1.43,5.71,LOW,No significant risk indicator detected,LOW
,Mysuru,,Rayaan Mand,W12364,,Street Lighting,Zilla Panchayat,5.83,,,,,,,,,Completed,8.557738409016677,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12364,8.56,LOW,No rule-based risk condition triggered,False,-0.0355,Normal,Isolation Forest,30.42,17.3,LOW,No significant risk indicator detected,LOW
,Nagpur,,Meera Banerjee,W10289,,Drinking Water Supply,District Rural Development Agency,16.04,,,,,,,,,Ongoing,8.549193418186622,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10289,8.55,LOW,No rule-based risk condition triggered,False,-0.0275,Normal,Isolation Forest,63.62,30.58,LOW,No significant risk indicator detected,LOW
,Kolkata,,Yamini Chand,W11653,,Road Construction,State Housing Board,8.9,,,,,,,,,Completed,8.539522320143769,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11653,8.54,LOW,No rule-based risk condition triggered,False,-0.0276,Normal,Isolation Forest,63.3,30.44,LOW,No significant risk indicator detected,LOW
,Chennai,,Oliver Sarma,W12656,,School Building Repair,Municipal Corporation,5.1,,,,,,,,,Completed,8.501605644,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12656,8.5,LOW,No rule-based risk condition triggered,False,-0.0316,Normal,Isolation Forest,47.67,24.17,LOW,No significant risk indicator detected,LOW
,Asansol,,Yadavi Deshmukh,W12096,,Public Toilet Complex,Public Works Department,7.84,,,,,,,,,Completed,8.492613992171057,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12096,8.49,LOW,No rule-based risk condition triggered,False,-0.0345,Normal,Isolation Forest,34.48,18.89,LOW,No significant risk indicator detected,LOW
,Pune,,Oliver Sarma,W11776,,School Building Repair,State Housing Board,11.84,,,,,,,,,Completed,8.468770574742793,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11776,8.47,LOW,No rule-based risk condition triggered,False,-0.0416,Normal,Isolation Forest,11.55,9.7,LOW,No significant risk indicator detected,LOW
,Agra,,Leena Butala,W10283,,Drainage System,State Housing Board,13.19,,,,,,,,,Completed,8.445401591196942,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10283,8.45,LOW,No rule-based risk condition triggered,False,-0.0395,Normal,Isolation Forest,18.02,12.28,LOW,No significant risk indicator detected,LOW
