work_id,mp_name,district,implementing_agency,work_category,final_risk_score,risk_level,inspection_priority,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,explanation,why_flagged,recommended_action
W12441,Owen Bala,Thane,District Rural Development Agency,School Building Repair,2.93,LOW,NORMAL,7.33,0.0,0.0,0.0,7.33,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11888,Christopher Kadakia,Darjeeling,Public Works Department,Community Health Center,2.92,LOW,NORMAL,7.31,0.0,0.0,0.0,7.31,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11293,Tanish Iyer,Thane,Municipal Corporation,Street Lighting,2.91,LOW,NORMAL,7.26,0.0,0.0,0.0,7.26,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11621,Eesha Memon,Coimbatore,District Rural Development Agency,Street Lighting,2.91,LOW,NORMAL,7.27,0.0,0.0,0.0,7.27,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10314,Varsha Morar,Kanpur,Public Works Department,Public Toilet Complex,2.91,LOW,NORMAL,7.27,0.0,0.0,0.0,7.27,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11442,Advaith Gole,Varanasi,State Housing Board,School Building Repair,2.9,LOW,NORMAL,7.24,0.0,0.0,0.0,7.24,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11385,Bachittar Choudhry,Kanpur,Municipal Corporation,Drainage System,2.9,LOW,NORMAL,7.25,0.0,0.0,0.0,7.25,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11299,Yug Choudhry,Coimbatore,Zilla Panchayat,Drinking Water Supply,2.9,LOW,NORMAL,7.26,0.0,0.0,0.0,7.26,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11079,Ronith Zachariah,Belagavi,Zilla Panchayat,School Building Repair,2.9,LOW,NORMAL,7.25,0.0,0.0,0.0,7.25,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11904,Vrinda Biswas,Kanpur,District Rural Development Agency,Public Toilet Complex,2.9,LOW,NORMAL,7.26,0.0,0.0,0.0,7.26,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11436,Ishwar Boase,Mysuru,Municipal Corporation,Drainage System,2.9,LOW,NORMAL,7.26,0.0,0.0,0.0,7.26,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11659,Owen Bansal,Coimbatore,State Housing Board,Public Toilet Complex,2.89,LOW,NORMAL,7.24,0.0,0.0,0.0,7.24,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11641,Nicholas Gour,Madurai,Zilla Panchayat,Drinking Water Supply,2.88,LOW,NORMAL,7.21,0.0,0.0,0.0,7.21,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11771,Ria Ratta,Salem,Public Works Department,School Building Repair,2.88,LOW,NORMAL,7.2,0.0,0.0,0.0,7.2,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12145,Christopher Kadakia,Thane,Municipal Corporation,Community Health Center,2.87,LOW,NORMAL,7.18,0.0,0.0,0.0,7.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10088,Sanya Swamy,Darjeeling,State Housing Board,Road Construction,2.86,LOW,NORMAL,7.15,0.0,0.0,0.0,7.15,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12827,Harrison Kapur,Agra,District Rural Development Agency,Drainage System,2.86,LOW,NORMAL,7.16,0.0,0.0,0.0,7.16,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12912,Azaan Gupta,Agra,State Housing Board,Drainage System,2.86,LOW,NORMAL,7.14,0.0,0.0,0.0,7.14,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10930,Sanya Swamy,Agra,State Housing Board,Public Toilet Complex,2.85,LOW,NORMAL,7.12,0.0,0.0,0.0,7.12,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11749,Ekansh Sami,Kanpur,District Rural Development Agency,School Building Repair,2.84,LOW,NORMAL,7.09,0.0,0.0,0.0,7.09,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12225,Azaan Gupta,Pune,Municipal Corporation,School Building Repair,2.83,LOW,NORMAL,7.07,0.0,0.0,0.0,7.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11616,Lucky Prashad,Bengaluru Urban,District Rural Development Agency,Drinking Water Supply,2.83,LOW,NORMAL,7.07,0.0,0.0,0.0,7.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10690,Leena Butala,Belagavi,Municipal Corporation,Drinking Water Supply,2.82,LOW,NORMAL,7.04,0.0,0.0,0.0,7.04,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10101,Rayaan Mand,Nashik,Zilla Panchayat,Drainage System,2.82,LOW,NORMAL,7.04,0.0,0.0,0.0,7.04,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10547,Lucky Prashad,Asansol,State Housing Board,School Building Repair,2.82,LOW,NORMAL,7.05,0.0,0.0,0.0,7.05,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12584,Harrison Kapur,Mysuru,State Housing Board,Street Lighting,2.81,LOW,NORMAL,7.02,0.0,0.0,0.0,7.02,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11712,Ronith Zachariah,Bengaluru Urban,Municipal Corporation,Public Toilet Complex,2.81,LOW,NORMAL,7.04,0.0,0.0,0.0,7.04,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10514,Yutika Rana,Nagpur,Municipal Corporation,Drainage System,2.8,LOW,NORMAL,6.99,0.0,0.0,0.0,6.99,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10174,Sanya Swamy,Belagavi,District Rural Development Agency,School Building Repair,2.8,LOW,NORMAL,6.99,0.0,0.0,0.0,6.99,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10487,Yutika Rana,Salem,District Rural Development Agency,Drainage System,2.79,LOW,NORMAL,6.97,0.0,0.0,0.0,6.97,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12170,Jagat Mangat,Thane,Municipal Corporation,Street Lighting,2.79,LOW,NORMAL,6.97,0.0,0.0,0.0,6.97,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11890,Yug Choudhry,Varanasi,Municipal Corporation,Street Lighting,2.79,LOW,NORMAL,6.98,0.0,0.0,0.0,6.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12153,Jagat Mangat,Thane,District Rural Development Agency,Drainage System,2.79,LOW,NORMAL,6.98,0.0,0.0,0.0,6.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12306,Eesha Memon,Asansol,Municipal Corporation,Drainage System,2.78,LOW,NORMAL,6.95,0.0,0.0,0.0,6.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10625,Vanya Suresh,Coimbatore,District Rural Development Agency,School Building Repair,2.77,LOW,NORMAL,6.92,0.0,0.0,0.0,6.92,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11736,Bachittar Choudhry,Kolkata,Municipal Corporation,Drinking Water Supply,2.77,LOW,NORMAL,6.93,0.0,0.0,0.0,6.93,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10918,Sanya Swamy,Salem,Zilla Panchayat,Public Toilet Complex,2.77,LOW,NORMAL,6.93,0.0,0.0,0.0,6.93,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11425,Bachittar Choudhry,Kanpur,Public Works Department,Drinking Water Supply,2.76,LOW,NORMAL,6.91,0.0,0.0,0.0,6.91,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10323,Yug Choudhry,Howrah,Municipal Corporation,Drainage System,2.75,LOW,NORMAL,6.88,0.0,0.0,0.0,6.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12774,Hemang Bava,Salem,Public Works Department,Public Toilet Complex,2.75,LOW,NORMAL,6.87,0.0,0.0,0.0,6.87,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12408,Vrinda Biswas,Belagavi,Zilla Panchayat,Drainage System,2.75,LOW,NORMAL,6.88,0.0,0.0,0.0,6.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11027,Hemang Bava,Salem,Zilla Panchayat,Street Lighting,2.75,LOW,NORMAL,6.88,0.0,0.0,0.0,6.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10194,Lucky Prashad,Kolkata,State Housing Board,Street Lighting,2.74,LOW,NORMAL,6.84,0.0,0.0,0.0,6.84,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10563,Widisha Yohannan,Varanasi,Municipal Corporation,School Building Repair,2.74,LOW,NORMAL,6.86,0.0,0.0,0.0,6.86,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12771,Oliver Sarma,Nashik,District Rural Development Agency,School Building Repair,2.73,LOW,NORMAL,6.82,0.0,0.0,0.0,6.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11444,Ekansh Sami,Chennai,Public Works Department,School Building Repair,2.73,LOW,NORMAL,6.83,0.0,0.0,0.0,6.83,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12679,Harrison Kapur,Belagavi,Zilla Panchayat,Drainage System,2.72,LOW,NORMAL,6.8,0.0,0.0,0.0,6.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11333,Sanya Swamy,Mysuru,State Housing Board,Community Health Center,2.72,LOW,NORMAL,6.8,0.0,0.0,0.0,6.8,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10145,Yug Choudhry,Thane,Municipal Corporation,Drainage System,2.71,LOW,NORMAL,6.77,0.0,0.0,0.0,6.77,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10524,Jagat Mangat,Nagpur,District Rural Development Agency,Community Health Center,2.69,LOW,NORMAL,6.71,0.0,0.0,0.0,6.71,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10447,Pallavi Krish,Howrah,State Housing Board,School Building Repair,2.69,LOW,NORMAL,6.72,0.0,0.0,0.0,6.72,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10687,Nicholas Gour,Mysuru,District Rural Development Agency,Public Toilet Complex,2.68,LOW,NORMAL,6.7,0.0,0.0,0.0,6.7,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11493,Owen Bala,Nagpur,District Rural Development Agency,Drinking Water Supply,2.68,LOW,NORMAL,6.7,0.0,0.0,0.0,6.7,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10169,Triya Khatri,Lucknow,Public Works Department,Road Construction,2.67,LOW,NORMAL,6.68,0.0,0.0,0.0,6.68,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12709,Azaan Gupta,Chennai,State Housing Board,Public Toilet Complex,2.67,LOW,NORMAL,6.67,0.0,0.0,0.0,6.67,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11354,Ria Ratta,Varanasi,Zilla Panchayat,Road Construction,2.67,LOW,NORMAL,6.67,0.0,0.0,0.0,6.67,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11843,Triya Khatri,Coimbatore,District Rural Development Agency,Public Toilet Complex,2.66,LOW,NORMAL,6.64,0.0,0.0,0.0,6.64,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12289,Yutika Rana,Kolkata,State Housing Board,School Building Repair,2.62,LOW,NORMAL,6.56,0.0,0.0,0.0,6.56,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10943,Gaurav Chandra,Agra,State Housing Board,School Building Repair,2.62,LOW,NORMAL,6.54,0.0,0.0,0.0,6.54,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10023,Vanya Suresh,Thane,Public Works Department,School Building Repair,2.62,LOW,NORMAL,6.56,0.0,0.0,0.0,6.56,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12393,Gabriel Thaman,Agra,Public Works Department,Drainage System,2.62,LOW,NORMAL,6.55,0.0,0.0,0.0,6.55,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11875,Jagat Mangat,Darjeeling,Public Works Department,Drainage System,2.62,LOW,NORMAL,6.54,0.0,0.0,0.0,6.54,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12976,Vanya Suresh,Kolkata,Zilla Panchayat,Public Toilet Complex,2.61,LOW,NORMAL,6.52,0.0,0.0,0.0,6.52,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11250,Krishna Pant,Nashik,State Housing Board,Street Lighting,2.61,LOW,NORMAL,6.52,0.0,0.0,0.0,6.52,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12723,Ronith Zachariah,Nagpur,Municipal Corporation,Road Construction,2.59,LOW,NORMAL,6.48,0.0,0.0,0.0,6.48,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12130,Gaurav Chandra,Madurai,District Rural Development Agency,Drinking Water Supply,2.57,LOW,NORMAL,6.42,0.0,0.0,0.0,6.42,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11241,Harrison Kapur,Belagavi,Municipal Corporation,Street Lighting,2.57,LOW,NORMAL,6.42,0.0,0.0,0.0,6.42,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12920,Vrinda Biswas,Nashik,District Rural Development Agency,Drainage System,2.57,LOW,NORMAL,6.42,0.0,0.0,0.0,6.42,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11188,Mugdha Varty,Darjeeling,Municipal Corporation,School Building Repair,2.57,LOW,NORMAL,6.43,0.0,0.0,0.0,6.43,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12418,Hemang Bava,Dharwad,Public Works Department,Street Lighting,2.56,LOW,NORMAL,6.39,0.0,0.0,0.0,6.39,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11455,Gaurav Chandra,Kanpur,Zilla Panchayat,Drinking Water Supply,2.55,LOW,NORMAL,6.37,0.0,0.0,0.0,6.37,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10780,Hemang Bava,Pune,District Rural Development Agency,Street Lighting,2.55,LOW,NORMAL,6.36,0.0,0.0,0.0,6.36,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12831,Deepa Gala,Kolkata,Municipal Corporation,Drainage System,2.55,LOW,NORMAL,6.37,0.0,0.0,0.0,6.37,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11046,Yutika Rana,Thane,Public Works Department,Road Construction,2.54,LOW,NORMAL,6.36,0.0,0.0,0.0,6.36,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10209,Tanish Iyer,Darjeeling,State Housing Board,Street Lighting,2.54,LOW,NORMAL,6.34,0.0,0.0,0.0,6.34,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11742,Onveer Kata,Nagpur,State Housing Board,Public Toilet Complex,2.53,LOW,NORMAL,6.32,0.0,0.0,0.0,6.32,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11698,Hemang Bava,Bengaluru Urban,District Rural Development Agency,Road Construction,2.53,LOW,NORMAL,6.33,0.0,0.0,0.0,6.33,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11394,Vanya Suresh,Dharwad,Municipal Corporation,Public Toilet Complex,2.53,LOW,NORMAL,6.32,0.0,0.0,0.0,6.32,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12786,Krishna Pant,Agra,Municipal Corporation,School Building Repair,2.53,LOW,NORMAL,6.31,0.0,0.0,0.0,6.31,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12905,Ishwar Boase,Belagavi,Zilla Panchayat,Public Toilet Complex,2.52,LOW,NORMAL,6.31,0.0,0.0,0.0,6.31,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12398,Rayaan Mand,Bengaluru Urban,Zilla Panchayat,Public Toilet Complex,2.49,LOW,NORMAL,6.23,0.0,0.0,0.0,6.23,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10990,Meera Banerjee,Howrah,District Rural Development Agency,School Building Repair,2.49,LOW,NORMAL,6.22,0.0,0.0,0.0,6.22,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12339,Odika Naik,Dharwad,Municipal Corporation,School Building Repair,2.48,LOW,NORMAL,6.19,0.0,0.0,0.0,6.19,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12307,Rayaan Mand,Howrah,Zilla Panchayat,Drainage System,2.47,LOW,NORMAL,6.16,0.0,0.0,0.0,6.16,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12177,Jagat Mangat,Darjeeling,State Housing Board,Street Lighting,2.47,LOW,NORMAL,6.18,0.0,0.0,0.0,6.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11181,Vrinda Biswas,Agra,District Rural Development Agency,Drinking Water Supply,2.47,LOW,NORMAL,6.18,0.0,0.0,0.0,6.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11780,Varsha Morar,Mysuru,Zilla Panchayat,Street Lighting,2.47,LOW,NORMAL,6.18,0.0,0.0,0.0,6.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10304,Hemang Bava,Agra,Municipal Corporation,School Building Repair,2.44,LOW,NORMAL,6.1,0.0,0.0,0.0,6.1,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10580,Varsha Morar,Lucknow,State Housing Board,Road Construction,2.43,LOW,NORMAL,6.08,0.0,0.0,0.0,6.08,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11715,Lucky Prashad,Belagavi,State Housing Board,Drinking Water Supply,2.43,LOW,NORMAL,6.08,0.0,0.0,0.0,6.08,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11673,Nicholas Gour,Bengaluru Urban,Municipal Corporation,Community Health Center,2.43,LOW,NORMAL,6.09,0.0,0.0,0.0,6.09,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10562,Sanya Swamy,Chennai,Municipal Corporation,Drainage System,2.41,LOW,NORMAL,6.02,0.0,0.0,0.0,6.02,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12839,Victor Venkataraman,Howrah,Zilla Panchayat,Drainage System,2.39,LOW,NORMAL,5.98,0.0,0.0,0.0,5.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10352,Bachittar Choudhry,Howrah,Public Works Department,School Building Repair,2.38,LOW,NORMAL,5.95,0.0,0.0,0.0,5.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12428,Ria Ratta,Chennai,Municipal Corporation,School Building Repair,2.38,LOW,NORMAL,5.95,0.0,0.0,0.0,5.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12595,Onveer Kata,Lucknow,District Rural Development Agency,Drinking Water Supply,2.37,LOW,NORMAL,5.92,0.0,0.0,0.0,5.92,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12509,Deepa Gala,Lucknow,Public Works Department,Drinking Water Supply,2.36,LOW,NORMAL,5.89,0.0,0.0,0.0,5.89,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12125,Hemang Bava,Chennai,District Rural Development Agency,Street Lighting,2.36,LOW,NORMAL,5.9,0.0,0.0,0.0,5.9,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12432,Christopher Kadakia,Asansol,Municipal Corporation,Road Construction,2.35,LOW,NORMAL,5.87,0.0,0.0,0.0,5.87,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
