work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W12052,Bachittar Choudhry,Belagavi,District Rural Development Agency,School Building Repair,8.13,Completed,10.044468343293211,Flagged by ML pattern only
W10534,Eesha Memon,Salem,Public Works Department,School Building Repair,13.24,Completed,10.037000430687485,Flagged by ML pattern only
W11128,Bachittar Choudhry,Asansol,Zilla Panchayat,School Building Repair,9.67,Completed,10.025216951547959,Flagged by ML pattern only
W12168,Advaith Gole,Mysuru,State Housing Board,Road Construction,10.55,Completed,10.021864738535761,Flagged by ML pattern only
W11614,Victor Venkataraman,Bengaluru Urban,District Rural Development Agency,Community Health Center,15.77,Completed,10.02018744991622,Flagged by ML pattern only
W12727,Victor Venkataraman,Kolkata,State Housing Board,Road Construction,8.5,Completed,10.016933357907597,Flagged by ML pattern only
W11026,Harrison Kapur,Belagavi,State Housing Board,Public Toilet Complex,6.67,Completed,10.009082203059062,Flagged by ML pattern only
W12031,Yug Choudhry,Agra,District Rural Development Agency,Drainage System,4.12,Completed,10.003779840789655,Flagged by ML pattern only
W12400,Tanish Iyer,Coimbatore,State Housing Board,Public Toilet Complex,2.39,Completed,10.00019252714322,Flagged by ML pattern only
W12361,Yug Choudhry,Lucknow,District Rural Development Agency,Street Lighting,1.55,Ongoing,9.999940000684482,Flagged by ML pattern only
W12367,Gabriel Thaman,Kanpur,Zilla Panchayat,Drainage System,7.38,Completed,9.997965090177319,Flagged by ML pattern only
W10384,Ekansh Sami,Chennai,District Rural Development Agency,Street Lighting,4.96,Completed,9.986472708944897,Flagged by ML pattern only
W11691,Oliver Sarma,Pune,Municipal Corporation,Community Health Center,29.34,Completed,9.981490225564082,Flagged by ML pattern only
W10569,Hemang Bava,Nagpur,State Housing Board,Drinking Water Supply,5.32,Completed,9.979414358122987,Flagged by ML pattern only
W12977,Gabriel Thaman,Kolkata,Zilla Panchayat,Public Toilet Complex,7.63,Completed,9.974217389746734,Flagged by ML pattern only
W12073,Oliver Sarma,Dharwad,Public Works Department,Public Toilet Complex,3.15,Completed,9.970197888,Flagged by ML pattern only
W12666,Hemang Bava,Mysuru,Municipal Corporation,Public Toilet Complex,5.7,Completed,9.967392590018008,Flagged by ML pattern only
W12122,Yutika Rana,Salem,Zilla Panchayat,Drinking Water Supply,16.74,Ongoing,9.964663819162617,Flagged by ML pattern only
W11166,Rayaan Mand,Varanasi,State Housing Board,Drinking Water Supply,5.89,Completed,9.930100608455483,Flagged by ML pattern only
W12689,Eesha Memon,Mysuru,Zilla Panchayat,Public Toilet Complex,3.9,Completed,9.929163535890288,Flagged by ML pattern only
W11137,Bachittar Choudhry,Varanasi,Public Works Department,Public Toilet Complex,7.45,Completed,9.92674924,Flagged by ML pattern only
W11167,Krishna Pant,Agra,Zilla Panchayat,Street Lighting,2.67,Completed,9.924128710068892,Flagged by ML pattern only
W12744,Pallavi Krish,Nashik,Municipal Corporation,Public Toilet Complex,5.44,Completed,9.920487625,Flagged by ML pattern only
W12330,Advaith Gole,Chennai,Public Works Department,School Building Repair,6.66,Completed,9.912505110536173,Flagged by ML pattern only
W11901,Odika Naik,Chennai,Zilla Panchayat,Street Lighting,1.83,Completed,9.895538543,Flagged by ML pattern only
W11786,Lucky Prashad,Belagavi,State Housing Board,Community Health Center,28.75,Completed,9.888429434042477,Flagged by ML pattern only
W12955,Victor Venkataraman,Howrah,Zilla Panchayat,Drainage System,4.88,Completed,9.875379787526152,Flagged by ML pattern only
W11490,Jagat Mangat,Nagpur,Zilla Panchayat,Drainage System,5.72,Completed,9.870790577,Flagged by ML pattern only
W10456,Widisha Yohannan,Kolkata,District Rural Development Agency,Drainage System,14.19,Completed,9.864474179153195,Flagged by ML pattern only
W10968,Yadavi Deshmukh,Salem,Municipal Corporation,Community Health Center,22.23,Completed,9.856535402938881,Flagged by ML pattern only
W12269,Owen Bala,Darjeeling,Municipal Corporation,Public Toilet Complex,3.22,Completed,9.835540804,Flagged by ML pattern only
W11732,Azaan Gupta,Agra,Municipal Corporation,Street Lighting,5.98,Completed,9.829270944,Flagged by ML pattern only
W12728,Vanya Suresh,Kolkata,District Rural Development Agency,Drinking Water Supply,5.47,Completed,9.81192529,Flagged by ML pattern only
W10495,Gabriel Thaman,Darjeeling,District Rural Development Agency,Public Toilet Complex,7.78,Completed,9.810685322293999,Flagged by ML pattern only
W11568,Vrinda Biswas,Lucknow,Municipal Corporation,Drinking Water Supply,14.1,Completed,9.785782077959121,Flagged by ML pattern only
W12825,Gabriel Thaman,Madurai,Zilla Panchayat,Street Lighting,2.55,Ongoing,9.778104587,Flagged by ML pattern only
W12769,Rayaan Mand,Kolkata,State Housing Board,Public Toilet Complex,7.79,Ongoing,9.763529343,Flagged by ML pattern only
W10741,Vrinda Biswas,Agra,District Rural Development Agency,Road Construction,11.87,Completed,9.754678702,Flagged by ML pattern only
W10797,Ria Ratta,Thane,Municipal Corporation,Drainage System,5.19,Completed,9.727813643,Flagged by ML pattern only
W11880,Bachittar Choudhry,Varanasi,District Rural Development Agency,Drainage System,6.93,Completed,9.707077447,Flagged by ML pattern only
W12473,Mugdha Varty,Darjeeling,Public Works Department,Public Toilet Complex,2.56,Completed,9.694313921336507,Flagged by ML pattern only
W10801,Mugdha Varty,Kolkata,Public Works Department,Street Lighting,1.9,Ongoing,9.675166531654337,Flagged by ML pattern only
W11031,Harrison Kapur,Dharwad,Municipal Corporation,Public Toilet Complex,5.21,Completed,9.667296625976489,Flagged by ML pattern only
W11971,Ishwar Boase,Dharwad,Zilla Panchayat,Street Lighting,4.99,Completed,9.666401475200127,Flagged by ML pattern only
W12293,Triya Khatri,Lucknow,District Rural Development Agency,Road Construction,22.92,Completed,9.664445333107217,Flagged by ML pattern only
W10380,Jagat Mangat,Asansol,Zilla Panchayat,Road Construction,11.03,Completed,9.654136412956468,Flagged by ML pattern only
W12724,Ekansh Sami,Coimbatore,District Rural Development Agency,School Building Repair,7.29,Completed,9.648407845556848,Flagged by ML pattern only
W11179,Krishna Pant,Salem,Zilla Panchayat,Road Construction,13.55,Completed,9.641725014868147,Flagged by ML pattern only
W10734,Meera Banerjee,Mysuru,District Rural Development Agency,Drainage System,12.42,Ongoing,9.624883574965503,Flagged by ML pattern only
W11594,Gaurav Chandra,Darjeeling,Public Works Department,Drainage System,13.35,Ongoing,9.619098640328968,Flagged by ML pattern only
W12877,Christopher Kadakia,Agra,Public Works Department,Street Lighting,3.8,Completed,9.614924668087552,Flagged by ML pattern only
W11309,Bachittar Choudhry,Coimbatore,Public Works Department,Drinking Water Supply,13.02,Completed,9.604427879177347,Flagged by ML pattern only
W10338,Yamini Chand,Nashik,Zilla Panchayat,Drinking Water Supply,17.61,Completed,9.596422243,Flagged by ML pattern only
W12560,Jagat Mangat,Belagavi,Public Works Department,School Building Repair,10.24,Ongoing,9.564049106369456,Flagged by ML pattern only
W12578,Deepa Gala,Darjeeling,Zilla Panchayat,Road Construction,14.38,Completed,9.494279438,Flagged by ML pattern only
W11329,Hemang Bava,Nashik,Municipal Corporation,School Building Repair,5.13,Completed,9.490630161299265,Flagged by ML pattern only
W12664,Meera Banerjee,Dharwad,Zilla Panchayat,School Building Repair,7.25,Completed,9.472223019637543,Flagged by ML pattern only
W11392,Pallavi Krish,Belagavi,Public Works Department,School Building Repair,6.71,Completed,9.462562562280887,Flagged by ML pattern only
W11387,Harrison Kapur,Madurai,Public Works Department,Drinking Water Supply,19.12,Ongoing,9.453577127,Flagged by ML pattern only
W10211,Azaan Gupta,Coimbatore,Zilla Panchayat,Public Toilet Complex,2.31,Completed,9.447981283474785,Flagged by ML pattern only
W10501,Bachittar Choudhry,Darjeeling,State Housing Board,Street Lighting,5.07,Completed,9.443645222617944,Flagged by ML pattern only
W12686,Christopher Kadakia,Pune,District Rural Development Agency,Public Toilet Complex,6.97,Completed,9.371453693032638,Flagged by ML pattern only
W10966,Ronith Zachariah,Agra,Zilla Panchayat,School Building Repair,8.65,Completed,9.367188032632797,Flagged by ML pattern only
W12162,Bachittar Choudhry,Lucknow,District Rural Development Agency,School Building Repair,11.75,Completed,9.338616001884546,Flagged by ML pattern only
W11536,Eesha Memon,Belagavi,Public Works Department,Drinking Water Supply,7.25,Completed,9.335397199,Flagged by ML pattern only
W10640,Owen Bansal,Salem,Municipal Corporation,Public Toilet Complex,7.9,Completed,9.279831034774487,Flagged by ML pattern only
W12479,Azaan Gupta,Chennai,Public Works Department,Drinking Water Supply,7.36,Completed,9.275908130146407,Flagged by ML pattern only
W10089,Hemang Bava,Thane,Municipal Corporation,Street Lighting,4.26,Completed,9.274848730561503,Flagged by ML pattern only
W10171,Eesha Memon,Kolkata,Public Works Department,Public Toilet Complex,5.09,Completed,9.273080489,Flagged by ML pattern only
W11943,Harrison Kapur,Belagavi,District Rural Development Agency,Public Toilet Complex,2.36,Completed,9.271046768570965,Flagged by ML pattern only
W12865,Pallavi Krish,Kolkata,Public Works Department,Drinking Water Supply,12.24,Completed,9.270384030121667,Flagged by ML pattern only
W11642,Onveer Kata,Howrah,Zilla Panchayat,Community Health Center,23.48,Completed,9.270332869468415,Flagged by ML pattern only
W12720,Victor Venkataraman,Agra,District Rural Development Agency,Drainage System,16.21,Completed,9.250969533934619,Flagged by ML pattern only
W12832,Harrison Kapur,Kolkata,District Rural Development Agency,School Building Repair,4.58,Completed,9.242913228293686,Flagged by ML pattern only
W11032,Advaith Gole,Nagpur,Public Works Department,School Building Repair,3.9,Completed,9.241408216295383,Flagged by ML pattern only
W11965,Odika Naik,Bengaluru Urban,Zilla Panchayat,Drinking Water Supply,12.64,Completed,9.238213096183156,Flagged by ML pattern only
W10119,Eesha Memon,Salem,Public Works Department,Street Lighting,4.71,Completed,9.214121271377424,Flagged by ML pattern only
W10833,Gaurav Chandra,Coimbatore,Public Works Department,Community Health Center,23.75,Ongoing,9.203832551633464,Flagged by ML pattern only
W10585,Vanya Suresh,Thane,State Housing Board,Drainage System,5.18,Completed,9.198772925490545,Flagged by ML pattern only
W11159,Hemang Bava,Howrah,Zilla Panchayat,Street Lighting,3.39,Completed,9.190524129315374,Flagged by ML pattern only
W10970,Sanya Swamy,Agra,Zilla Panchayat,Public Toilet Complex,4.24,Completed,9.172170211964163,Flagged by ML pattern only
W11407,Ishwar Boase,Thane,Public Works Department,Drainage System,5.58,Completed,9.16430513,Flagged by ML pattern only
W10332,Ria Ratta,Varanasi,Municipal Corporation,Drainage System,15.67,Completed,9.162102062213073,Flagged by ML pattern only
W10992,Krishna Pant,Belagavi,State Housing Board,Drainage System,6.36,Ongoing,9.161423867856293,Flagged by ML pattern only
W10056,Christopher Kadakia,Kanpur,Zilla Panchayat,Public Toilet Complex,3.28,Completed,9.139924308640415,Flagged by ML pattern only
W10279,Owen Bansal,Thane,Zilla Panchayat,Drainage System,8.65,Completed,9.137730391675099,Flagged by ML pattern only
W12261,Meera Banerjee,Kolkata,State Housing Board,Community Health Center,21.72,Ongoing,9.134096195688555,Flagged by ML pattern only
W10140,Yamini Chand,Pune,Municipal Corporation,Drinking Water Supply,10.88,Ongoing,9.11813193,Flagged by ML pattern only
W12022,Azaan Gupta,Nagpur,Public Works Department,Drainage System,11.35,Ongoing,9.098401166372183,Flagged by ML pattern only
W11647,Onveer Kata,Darjeeling,Zilla Panchayat,School Building Repair,13.65,Completed,9.080281849,Flagged by ML pattern only
W11254,Hemang Bava,Coimbatore,District Rural Development Agency,Community Health Center,22.59,Completed,9.076592958422385,Flagged by ML pattern only
W10045,Owen Bansal,Howrah,Municipal Corporation,Drinking Water Supply,10.9,Completed,9.063496770170829,Flagged by ML pattern only
W11103,Harrison Kapur,Madurai,Public Works Department,Drinking Water Supply,5.43,Completed,9.033892944928139,Flagged by ML pattern only
W11707,Sanya Swamy,Agra,State Housing Board,Community Health Center,14.9,Ongoing,9.029955294975629,Flagged by ML pattern only
W10099,Sanya Swamy,Agra,Public Works Department,Drinking Water Supply,17.91,Ongoing,9.028389196880843,Flagged by ML pattern only
W10481,Owen Bansal,Agra,Zilla Panchayat,School Building Repair,5.63,Ongoing,9.015086710235193,Flagged by ML pattern only
W12108,Sanya Swamy,Dharwad,District Rural Development Agency,Public Toilet Complex,7.3,Completed,9.013114449458122,Flagged by ML pattern only
W12990,Owen Bala,Dharwad,Public Works Department,Street Lighting,4.69,Completed,9.008303349060798,Flagged by ML pattern only
W10779,Mugdha Varty,Madurai,Zilla Panchayat,Drainage System,3.95,Completed,9.007828157,Flagged by ML pattern only
W12412,Vrinda Biswas,Nagpur,State Housing Board,School Building Repair,11.12,Completed,8.999934235282877,Flagged by ML pattern only
W11153,Widisha Yohannan,Madurai,Municipal Corporation,Community Health Center,13.19,Completed,8.980298534787556,Flagged by ML pattern only
W11610,Hemang Bava,Howrah,Public Works Department,Street Lighting,2.71,Ongoing,8.976206792515981,Flagged by ML pattern only
W10959,Lucky Prashad,Salem,Zilla Panchayat,Drinking Water Supply,7.23,Completed,8.929889082926257,Flagged by ML pattern only
W10489,Ria Ratta,Chennai,State Housing Board,School Building Repair,8.11,Completed,8.924640394931274,Flagged by ML pattern only
W12681,Oliver Sarma,Lucknow,Municipal Corporation,Drinking Water Supply,13.33,Completed,8.916827156729584,Flagged by ML pattern only
W10379,Bachittar Choudhry,Belagavi,Municipal Corporation,Drainage System,11.03,Completed,8.915229626538927,Flagged by ML pattern only
W10798,Krishna Pant,Asansol,Public Works Department,Road Construction,5.36,Completed,8.903114170834248,Flagged by ML pattern only
W10507,Sanya Swamy,Coimbatore,District Rural Development Agency,Drainage System,4.6,Completed,8.889691501185599,Flagged by ML pattern only
W10582,Hemang Bava,Lucknow,Public Works Department,Street Lighting,5.75,Completed,8.885931478030015,Flagged by ML pattern only
W10053,Ronith Zachariah,Darjeeling,State Housing Board,Drainage System,16.37,Completed,8.883763520846975,Flagged by ML pattern only
W12888,Eesha Memon,Kanpur,District Rural Development Agency,Public Toilet Complex,3.09,Ongoing,8.876308244699041,Flagged by ML pattern only
W10245,Ekansh Sami,Coimbatore,District Rural Development Agency,Drainage System,9.95,Completed,8.857912267120573,Flagged by ML pattern only
W10156,Rayaan Mand,Madurai,State Housing Board,Public Toilet Complex,7.11,Completed,8.856491665961789,Flagged by ML pattern only
W12133,Onveer Kata,Nashik,Municipal Corporation,Drainage System,17.54,Completed,8.831599364453874,Flagged by ML pattern only
W11204,Deepa Gala,Nashik,State Housing Board,Street Lighting,5.28,Completed,8.810585185494457,Flagged by ML pattern only
W10157,Nicholas Gour,Madurai,Zilla Panchayat,Public Toilet Complex,6.19,Completed,8.804241067992457,Flagged by ML pattern only
W12935,Yadavi Deshmukh,Kanpur,Municipal Corporation,Public Toilet Complex,6.97,Completed,8.783623528746878,Flagged by ML pattern only
W10377,Gaurav Chandra,Chennai,Zilla Panchayat,Road Construction,18.58,Ongoing,8.760028303111767,Flagged by ML pattern only
W10963,Owen Bansal,Mysuru,Public Works Department,School Building Repair,4.51,Ongoing,8.753905295986316,Flagged by ML pattern only
W12851,Tanish Iyer,Kanpur,State Housing Board,Drinking Water Supply,5.86,Completed,8.736236268767035,Flagged by ML pattern only
W12655,Owen Bala,Kanpur,Municipal Corporation,Drinking Water Supply,14.93,Completed,8.729321412580575,Flagged by ML pattern only
W10608,Lucky Prashad,Pune,State Housing Board,Road Construction,25,Ongoing,8.728146571042863,Flagged by ML pattern only
W10605,Oliver Sarma,Dharwad,Municipal Corporation,School Building Repair,4.94,Ongoing,8.677937251276752,Flagged by ML pattern only
W12114,Gabriel Thaman,Kanpur,Public Works Department,Public Toilet Complex,3.84,Completed,8.668665586,Flagged by ML pattern only
W11307,Widisha Yohannan,Howrah,Public Works Department,Drinking Water Supply,14.06,Completed,8.666533979780764,Flagged by ML pattern only
W10874,Tanish Iyer,Lucknow,Zilla Panchayat,Drinking Water Supply,4.97,Completed,8.662344823349718,Flagged by ML pattern only
W12753,Leena Butala,Kanpur,State Housing Board,Drinking Water Supply,13.05,Completed,8.594120225547204,Flagged by ML pattern only
W10272,Ria Ratta,Kanpur,Municipal Corporation,Road Construction,10.85,Completed,8.575902959,Flagged by ML pattern only
W11288,Azaan Gupta,Asansol,Public Works Department,Drainage System,10.27,Completed,8.574247254096015,Flagged by ML pattern only
W12843,Triya Khatri,Varanasi,Zilla Panchayat,Drainage System,8.79,Completed,8.558084419,Flagged by ML pattern only
W12364,Rayaan Mand,Mysuru,Zilla Panchayat,Street Lighting,5.83,Completed,8.557738409016677,Flagged by ML pattern only
W10289,Meera Banerjee,Nagpur,District Rural Development Agency,Drinking Water Supply,16.04,Ongoing,8.549193418186622,Flagged by ML pattern only
W11653,Yamini Chand,Kolkata,State Housing Board,Road Construction,8.9,Completed,8.539522320143769,Flagged by ML pattern only
W12656,Oliver Sarma,Chennai,Municipal Corporation,School Building Repair,5.1,Completed,8.501605644,Flagged by ML pattern only
W12096,Yadavi Deshmukh,Asansol,Public Works Department,Public Toilet Complex,7.84,Completed,8.492613992171057,Flagged by ML pattern only
W11776,Oliver Sarma,Pune,State Housing Board,School Building Repair,11.84,Completed,8.468770574742793,Flagged by ML pattern only
W10283,Leena Butala,Agra,State Housing Board,Drainage System,13.19,Completed,8.445401591196942,Flagged by ML pattern only
W10538,Yutika Rana,Mysuru,Zilla Panchayat,Road Construction,14.33,Completed,8.374180185611966,Flagged by ML pattern only
W11878,Ria Ratta,Darjeeling,State Housing Board,Road Construction,12.82,Completed,8.373800445666605,Flagged by ML pattern only
W12547,Nicholas Gour,Kolkata,Zilla Panchayat,School Building Repair,14.48,Completed,8.372310770542722,Flagged by ML pattern only
W12932,Ishwar Boase,Nashik,Public Works Department,Street Lighting,4.71,Completed,8.371546276,Flagged by ML pattern only
W10530,Gabriel Thaman,Bengaluru Urban,Public Works Department,Street Lighting,5.08,Completed,8.365540531857787,Flagged by ML pattern only
W12798,Yadavi Deshmukh,Belagavi,State Housing Board,Drainage System,13.68,Completed,8.345889667774392,Flagged by ML pattern only
W12223,Lucky Prashad,Coimbatore,Zilla Panchayat,Road Construction,19.64,Completed,8.321065165659423,Flagged by ML pattern only
W11370,Jagat Mangat,Salem,State Housing Board,School Building Repair,7.5,Completed,8.316955011770908,Flagged by ML pattern only
W12993,Christopher Kadakia,Belagavi,Public Works Department,Street Lighting,5.88,Ongoing,8.316836509654186,Flagged by ML pattern only
W11801,Azaan Gupta,Lucknow,District Rural Development Agency,Public Toilet Complex,6.13,Completed,8.311948516,Flagged by ML pattern only
W10857,Harrison Kapur,Asansol,Zilla Panchayat,Street Lighting,3.79,Completed,8.280169363263623,Flagged by ML pattern only
W12464,Pallavi Krish,Madurai,District Rural Development Agency,Street Lighting,3.86,Ongoing,8.277390163813179,Flagged by ML pattern only
W11650,Yug Choudhry,Kanpur,Zilla Panchayat,Drinking Water Supply,4.82,Completed,8.272851343,Flagged by ML pattern only
W11007,Gabriel Thaman,Lucknow,Zilla Panchayat,Drainage System,9.96,Completed,8.268546157043867,Flagged by ML pattern only
W11413,Leena Butala,Lucknow,Zilla Panchayat,Drainage System,12.89,Completed,8.253048010524353,Flagged by ML pattern only
W10596,Harrison Kapur,Bengaluru Urban,State Housing Board,School Building Repair,12.34,Completed,8.222185856542088,Flagged by ML pattern only
W10344,Tanish Iyer,Thane,District Rural Development Agency,Drinking Water Supply,14.98,Ongoing,8.214487075663731,Flagged by ML pattern only
W10463,Eesha Memon,Belagavi,Public Works Department,Street Lighting,1.35,Completed,8.201234368097461,Flagged by ML pattern only
W11470,Meera Banerjee,Madurai,Municipal Corporation,Drainage System,13.25,Completed,8.189967113,Flagged by ML pattern only
W12586,Yutika Rana,Salem,Public Works Department,Public Toilet Complex,5.6,Completed,8.175269792837932,Flagged by ML pattern only
W10533,Vanya Suresh,Nashik,Public Works Department,Road Construction,19.78,Ongoing,8.170332084257177,Flagged by ML pattern only
W11342,Ronith Zachariah,Chennai,District Rural Development Agency,Community Health Center,16.37,Completed,8.152126619,Flagged by ML pattern only
W12407,Owen Bala,Bengaluru Urban,Public Works Department,Public Toilet Complex,6.55,Completed,8.148198524078989,Flagged by ML pattern only
W10766,Bachittar Choudhry,Agra,Zilla Panchayat,Drinking Water Supply,4.33,Ongoing,8.146274741610402,Flagged by ML pattern only
W12858,Owen Bala,Agra,District Rural Development Agency,Public Toilet Complex,6.44,Completed,8.130790669903737,Flagged by ML pattern only
W10513,Bachittar Choudhry,Thane,Municipal Corporation,Public Toilet Complex,6.51,Completed,8.129415819236195,Flagged by ML pattern only
W10958,Mugdha Varty,Kolkata,Zilla Panchayat,Drinking Water Supply,7.78,Completed,8.098593446112174,Flagged by ML pattern only
W10886,Advaith Gole,Darjeeling,Public Works Department,Drainage System,13.77,Completed,8.097765717777806,Flagged by ML pattern only
W12614,Bachittar Choudhry,Nashik,Public Works Department,Drinking Water Supply,5.2,Ongoing,8.081701923249128,Flagged by ML pattern only
W12173,Odika Naik,Thane,Zilla Panchayat,School Building Repair,3.45,Completed,8.071366353703521,Flagged by ML pattern only
W10136,Rayaan Mand,Madurai,Public Works Department,Drinking Water Supply,9.62,Completed,8.053323344683884,Flagged by ML pattern only
W10214,Eesha Memon,Agra,Zilla Panchayat,Drinking Water Supply,19.31,Ongoing,8.052234221597494,Flagged by ML pattern only
W12266,Leena Butala,Varanasi,State Housing Board,Public Toilet Complex,6.89,Completed,8.009285582,Flagged by ML pattern only
W10846,Sanya Swamy,Kolkata,Zilla Panchayat,Road Construction,16.84,Completed,8.008475608047743,Flagged by ML pattern only
W11935,Meera Banerjee,Kolkata,Public Works Department,Community Health Center,19.13,Completed,8.000500531448994,Flagged by ML pattern only
W12687,Nicholas Gour,Kanpur,Public Works Department,School Building Repair,8.77,Ongoing,7.990564487510563,Flagged by ML pattern only
W12938,Harrison Kapur,Nashik,State Housing Board,School Building Repair,14.01,Completed,7.9715113006827245,Flagged by ML pattern only
W10295,Advaith Gole,Chennai,Zilla Panchayat,Community Health Center,15.46,Completed,7.9497758798317655,Flagged by ML pattern only
W11938,Azaan Gupta,Chennai,Municipal Corporation,Drinking Water Supply,11.08,Completed,7.933117800411164,Flagged by ML pattern only
W11092,Onveer Kata,Salem,District Rural Development Agency,Drainage System,8.71,Completed,7.929562773711803,Flagged by ML pattern only
W12363,Varsha Morar,Nashik,Zilla Panchayat,Street Lighting,2.35,Completed,7.904820727491579,Flagged by ML pattern only
W11958,Bachittar Choudhry,Nagpur,State Housing Board,Public Toilet Complex,6.13,Ongoing,7.9046634496918635,Flagged by ML pattern only
W11415,Hemang Bava,Salem,Public Works Department,Drainage System,5.28,Ongoing,7.872853495788914,Flagged by ML pattern only
W12082,Varsha Morar,Agra,Public Works Department,Drainage System,15.72,Completed,7.863283929836989,Flagged by ML pattern only
W12180,Owen Bala,Madurai,Public Works Department,Street Lighting,3.25,Ongoing,7.861873929056201,Flagged by ML pattern only
W12233,Jagat Mangat,Kanpur,Municipal Corporation,Drainage System,7.71,Completed,7.855247246829383,Flagged by ML pattern only
W11582,Christopher Kadakia,Nashik,District Rural Development Agency,Street Lighting,5.18,Completed,7.838176620267494,Flagged by ML pattern only
W12794,Ria Ratta,Bengaluru Urban,Municipal Corporation,Public Toilet Complex,6.51,Completed,7.802670348960962,Flagged by ML pattern only
W11418,Vrinda Biswas,Varanasi,Municipal Corporation,Drinking Water Supply,7.18,Completed,7.802296340599476,Flagged by ML pattern only
W12965,Harrison Kapur,Nagpur,State Housing Board,School Building Repair,4.18,Completed,7.795107464093634,Flagged by ML pattern only
W12095,Meera Banerjee,Asansol,Municipal Corporation,School Building Repair,9.43,Completed,7.794887703591151,Flagged by ML pattern only
W12818,Odika Naik,Nagpur,Municipal Corporation,Drainage System,4.97,Completed,7.790676733758662,Flagged by ML pattern only
W12922,Yamini Chand,Howrah,State Housing Board,Street Lighting,5.74,Completed,7.779744776371451,Flagged by ML pattern only
W10276,Vrinda Biswas,Salem,Municipal Corporation,Street Lighting,4.91,Completed,7.775764597156644,Flagged by ML pattern only
W11451,Nicholas Gour,Bengaluru Urban,Public Works Department,Street Lighting,4.56,Completed,7.768784430085143,Flagged by ML pattern only
W10032,Widisha Yohannan,Madurai,State Housing Board,School Building Repair,8.26,Completed,7.765876754429705,Flagged by ML pattern only
W10800,Mugdha Varty,Kolkata,State Housing Board,Road Construction,13.88,Completed,7.760352356,Flagged by ML pattern only
W12427,Advaith Gole,Nashik,District Rural Development Agency,Drinking Water Supply,15.91,Completed,7.7451472683692835,Flagged by ML pattern only
W12606,Vrinda Biswas,Madurai,District Rural Development Agency,Drinking Water Supply,7.6,Completed,7.728822244201886,Flagged by ML pattern only
W12637,Ishwar Boase,Mysuru,State Housing Board,Public Toilet Complex,4.43,Completed,7.728619202318298,Flagged by ML pattern only
W12971,Rayaan Mand,Howrah,Zilla Panchayat,Drinking Water Supply,10.53,Completed,7.722228973015056,Flagged by ML pattern only
W11351,Vanya Suresh,Chennai,Zilla Panchayat,Street Lighting,5.04,Completed,7.691971617685408,Flagged by ML pattern only
W12465,Rayaan Mand,Nagpur,Public Works Department,School Building Repair,5.08,Completed,7.677564719648193,Flagged by ML pattern only
W11900,Gaurav Chandra,Bengaluru Urban,Municipal Corporation,Street Lighting,2.22,Ongoing,7.676172117640248,Flagged by ML pattern only
W11334,Yadavi Deshmukh,Chennai,District Rural Development Agency,Public Toilet Complex,4.15,Completed,7.663763131244188,Flagged by ML pattern only
W10940,Bachittar Choudhry,Kanpur,State Housing Board,Community Health Center,19.97,Completed,7.6405458119507905,Flagged by ML pattern only
W12773,Mugdha Varty,Lucknow,District Rural Development Agency,School Building Repair,13.52,Ongoing,7.624700044669099,Flagged by ML pattern only
W12695,Meera Banerjee,Nagpur,District Rural Development Agency,Public Toilet Complex,6.76,Completed,7.620693737804361,Flagged by ML pattern only
W10616,Deepa Gala,Madurai,Public Works Department,Street Lighting,3.68,Ongoing,7.596996695256056,Flagged by ML pattern only
W11464,Leena Butala,Madurai,Zilla Panchayat,Public Toilet Complex,5.05,Completed,7.575454190950168,Flagged by ML pattern only
W12297,Varsha Morar,Belagavi,District Rural Development Agency,Community Health Center,19.12,Ongoing,7.573636184141461,Flagged by ML pattern only
W10443,Triya Khatri,Asansol,Municipal Corporation,Drainage System,6.38,Ongoing,7.559617793752783,Flagged by ML pattern only
W12353,Ronith Zachariah,Darjeeling,District Rural Development Agency,Drainage System,4.23,Ongoing,7.559220791815419,Flagged by ML pattern only
W12299,Ria Ratta,Varanasi,State Housing Board,Public Toilet Complex,7.63,Completed,7.554461946195463,Flagged by ML pattern only
W12613,Mugdha Varty,Belagavi,State Housing Board,Community Health Center,12.16,Completed,7.553915823596309,Flagged by ML pattern only
W12657,Yug Choudhry,Asansol,Public Works Department,Drinking Water Supply,4.08,Completed,7.531391011767193,Flagged by ML pattern only
W11657,Victor Venkataraman,Chennai,Municipal Corporation,Road Construction,13.36,Completed,7.490816586935138,Flagged by ML pattern only
W12032,Yamini Chand,Chennai,Zilla Panchayat,Road Construction,5.46,Completed,7.490042321045386,Flagged by ML pattern only
W10177,Onveer Kata,Asansol,Public Works Department,Drinking Water Supply,4.59,Completed,7.482915772197423,Flagged by ML pattern only
W10883,Vrinda Biswas,Asansol,District Rural Development Agency,Drainage System,8.89,Completed,7.481215688492798,Flagged by ML pattern only
W10457,Varsha Morar,Kolkata,Zilla Panchayat,Drinking Water Supply,16.24,Completed,7.440501340026386,Flagged by ML pattern only
W12947,Hemang Bava,Lucknow,District Rural Development Agency,Drainage System,12.05,Ongoing,7.426904338479557,Flagged by ML pattern only
W10092,Christopher Kadakia,Asansol,State Housing Board,Community Health Center,12.17,Completed,7.4166269583673445,Flagged by ML pattern only
W10659,Owen Bala,Salem,State Housing Board,Public Toilet Complex,7.69,Completed,7.400947253194456,Flagged by ML pattern only
